pid,srcid,root,file,ra,dec,zspec,Balmer_dec_total_0,Balmer_dec_total_1,Balmer_dec_total_2,Balmer_dec_total_3,Balmer_dec_total_4,LHa_total_0,LHa_total_1,LHa_total_2,LHa_total_3,LHa_total_4,LOIII_5007_0,LOIII_5007_1,LOIII_5007_2,LOIII_5007_3,LOIII_5007_4,logL_5100_0,logL_5100_1,logL_5100_2,logL_5100_3,logL_5100_4,LHb_total_2,LOIII/LHb,z,normalized,norm_factor,norm_error,median_flux_1500A,window_at_1500A,points_within_window1500A,median_flux_1900A,window_at_1900A,points_within_window1900A,median_flux_5500A,window_at_5500A,points_within_window5500A
6368,43711,capers-cos07-v4,capers-cos07-v4_prism-clear_6368_43711.spec.fits,150.1026261,2.2495968,4.42044,7.660733076365826,7.854380995259743,8.131769834094708,8.423320419202875,8.642883778788462,5.66830064134521e+42,5.704229658977337e+42,5.758590499288213e+42,5.815785615441006e+42,5.851864858340178e+42,4.0002635530672675e+42,4.019672211461111e+42,4.0561318705932496e+42,4.091591051727796e+42,4.115029311538609e+42,43.48106176765533,43.48370777397621,43.48831985957088,43.49231513784574,43.49498795560191,7.081595540424324e+41,5.727709027491577,4.42044,True,2.6962743125157868e-20,,3.312190922058724,300.0,19.0,2.6001503399715604,300.0,12.0,1.3108924961988822,200.00000000000017,8.0
6368,119334,capers-cos10-v4,capers-cos10-v4_prism-clear_6368_119334.spec.fits,150.13625319999,2.3080298,9.294025001594942,,,,,,,,,,,2.4763708865101272e+41,3.258824925463548e+41,4.353137437411636e+41,5.529166885967715e+41,6.301913828284637e+41,44.03254651833487,44.04842437930734,44.06506603171468,44.08164610437172,44.0933605421315,,,9.294025001594942,True,5.2924616223642355e-21,,2.78592598482968,300.0,16.0,2.629840494868307,300.0,17.0,,200.00000000000017,0.0
6368,30440,capers-cos10-v4,capers-cos10-v4_prism-clear_6368_30440.spec.fits,150.1209104,2.3179337,3.5045,7.001882235219924,7.3472972254615065,7.822454902357007,8.356926405697761,8.722396543598226,2.825815575203104e+42,2.852278164354228e+42,2.897210615561076e+42,2.936573111401152e+42,2.959783716991724e+42,1.940875161317002e+42,1.9639814756474676e+42,1.9903812534818632e+42,2.024246881070516e+42,2.0406350659382962e+42,42.75664665598025,42.76665980237488,42.78242138665142,42.80223514626411,42.82911434103221,3.703710218499449e+41,5.374019931527641,3.5045,True,2.0367658176287792e-20,,3.6531277253645618,300.0,25.0,2.3976963668386477,300.0,14.0,0.63867922500396,200.00000000000017,6.0
6368,32659,capers-cos10-v4,capers-cos10-v4_prism-clear_6368_32659.spec.fits,150.124025,2.3068265,4.44217,3.2114962852816817,3.408269477703654,3.710558108309424,4.025521026235012,4.282236231375097,7.447689570836648e+41,7.63128928273017e+41,7.921145353590334e+41,8.178680588265704e+41,8.344852544583678e+41,5.652777235621399e+41,5.749387596932176e+41,5.919180889910237e+41,6.089186776293459e+41,6.2202638804816144e+41,42.80685561639068,42.823929820141274,42.844623883527134,42.867724408277,42.88772678806035,2.134758470929675e+41,2.772763743774942,4.44217,True,5.62749790700307e-21,,5.166088882894242,300.0,19.0,4.510371591574829,300.0,11.0,1.3316734493918676,200.00000000000017,8.0
6368,9226,capers-cos19-v4,capers-cos19-v4_prism-clear_6368_9226.spec.fits,150.175938,2.4324301,3.7241027,10.322534738121645,10.786400062828235,11.570908900921902,12.370488198090635,13.004778439061807,1.1980861568711247e+43,1.2096595297854543e+43,1.2280809568958632e+43,1.2470750748435775e+43,1.259925460672838e+43,6.22217015843369e+42,6.279175523426207e+42,6.369545441465745e+42,6.459205795862366e+42,6.515543029281041e+42,43.59521005468707,43.599419421288054,43.605355503008,43.611473236747344,43.615555929982484,1.061352195762268e+42,6.001349473716506,3.7241027,True,6.923923315197775e-20,,3.2443936777535125,300.0,23.0,2.2461340075030485,300.0,13.0,0.8625794995889201,200.00000000000017,6.0
6368,19300,capers-egs47-v4,capers-egs47-v4_prism-clear_6368_19300.spec.fits,215.0220704,52.9207862,4.5332627,10.096179793628126,10.508444747825136,11.355897640028996,12.225434968117256,12.91106761959276,5.979156866137646e+42,6.029227738206074e+42,6.089302094570052e+42,6.152467561295497e+42,6.191093920731658e+42,7.72019006462845e+41,7.88232956630227e+41,8.138622093351479e+41,8.404580065881338e+41,8.576069799632026e+41,43.313951739135085,43.317367159377106,43.32191877350218,43.32717723494545,43.33097256651771,5.362237568173874e+41,1.517766042604321,4.5332627,True,1.4683694269280342e-20,,4.691114520818946,300.0,18.0,3.2088322303980013,300.0,11.0,1.4145215469399015,200.00000000000017,9.0
6368,212932,capers-egs47-v4,capers-egs47-v4_prism-clear_6368_212932.spec.fits,215.0096746,52.9285058,2.28602,5.791849099205031,6.362613284703692,7.532162476641742,9.039626465224863,10.222037697362358,1.2215250385506488e+42,1.2370143916625013e+42,1.2635169262684281e+42,1.2844246910776628e+42,1.3049745105942002e+42,6.0404720596083305e+41,6.186185718913675e+41,6.410460120337629e+41,6.6504248728456034e+41,6.846380185239423e+41,42.622699033098236,42.6309051201284,42.64145373875038,42.65187109077896,42.65920108712754,1.6774955800366303e+41,3.8214468023800383,2.28602,True,3.152960240821557e-20,,,300.0,1.0,1.803709608713504,300.0,22.0,0.7622833457099554,200.00000000000017,3.0
6368,11585,capers-egs49-v4,capers-egs49-v4_prism-clear_6368_11585.spec.fits,214.8922488,52.8774032,6.6958222,7.556281231759426,7.7331021467191885,8.031413891928928,8.327021539475247,8.53457707140309,4.689614575369579e+43,4.710010533177276e+43,4.743478646816098e+43,4.779119250188517e+43,4.799995369237483e+43,4.93946192903983e+42,5.045886030437826e+42,5.2114088169785484e+42,5.358105229202519e+42,5.4924225434490527e+42,44.33517641710222,44.33684691459608,44.33874260752753,44.340633995303605,44.34196921342834,5.906156388706352e+42,0.8823689171088853,6.6958222,True,2.6272340061599172e-20,,1.8852621034947687,300.0,14.0,1.7661642368677664,300.0,12.0,3.208067191490764,200.00000000000017,17.0
6368,8752,capers-egs49-v4,capers-egs49-v4_prism-clear_6368_8752.spec.fits,214.8761374,52.880826,8.357495,,,,,,,,,,,4.419542219835844e+42,4.4779388415464805e+42,4.553093699574317e+42,4.613170262422976e+42,4.666487410476545e+42,43.99112987876075,43.994951822682054,44.000934995604425,44.00497733041942,44.008192384099786,,,8.357495,True,1.4680116691136502e-20,,3.554065632825458,300.0,15.0,2.763696383869777,300.0,14.0,1.412826849531324,200.00000000000017,25.0
6368,10108,capers-egs53-v4,capers-egs53-v4_prism-clear_6368_10108.spec.fits,214.7975318,52.818752,6.6230583,6.756771964745928,7.018336160371637,7.612188626447633,8.124736601467905,8.523629364610356,5.659730174401883e+42,5.722281808140495e+42,5.838708975799153e+42,5.939922943531466e+42,6.010279043988771e+42,2.1989483432592768e+42,2.2297860847757886e+42,2.278031209562754e+42,2.3278094905970886e+42,2.359834413782085e+42,43.522163138685286,43.52887026939883,43.537129235072904,43.5446383051363,43.54989338777768,7.670210582424695e+41,2.96997218666013,6.6230583,True,1.4367038637970747e-20,,3.7989490991749646,300.0,15.0,2.6596993671675206,300.0,12.0,0.9044703424483278,200.00000000000017,17.0
6368,23961,capers-egs61-v4,capers-egs61-v4_prism-clear_6368_23961.spec.fits,214.8996993,52.81284,5.00191,9.323715522137313,10.212645751388955,12.017115209131902,14.337911228969485,15.743964637897362,2.625576939543932e+42,2.659713873709188e+42,2.7133394624384078e+42,2.770134264298953e+42,2.8021432720454625e+42,4.379444640316465e+41,4.573695396616383e+41,4.86482319733884e+41,5.148686532857001e+41,5.373532692811056e+41,43.44832531643191,43.45314992549638,43.46080811306833,43.46835356956037,43.47413726005349,2.2578958553850923e+41,2.1545826330901017,5.00191,True,9.800409977594502e-21,,2.026999540442956,300.0,17.0,1.6470048015394605,300.0,11.0,2.4702486407798383,200.00000000000017,10.0
6368,14197,capers-egs65-v4,capers-egs65-v4_prism-clear_6368_14197.spec.fits,214.9295105,52.8879118,7.152932,14.072253201720425,14.82462770774874,16.0970869376235,17.553793643053247,18.67195051527516,8.073519568383674e+42,8.18831598660084e+42,8.331472524282024e+42,8.49454229759704e+42,8.590101396672834e+42,6.952118119317321e+41,7.111629702295232e+41,7.414617775078934e+41,7.747014739439984e+41,7.95682372775114e+41,43.61321258576978,43.61912925699469,43.625878607712245,43.63258826684966,43.63668280650536,5.175764134570825e+41,1.4325648507732385,7.152932,True,2.8066835996815896e-21,,5.467309676706019,300.0,14.0,3.587091010979708,300.0,12.0,5.36524622940668,200.00000000000017,19.0
6368,19799,capers-egs65-v4,capers-egs65-v4_prism-clear_6368_19799.spec.fits,214.9241459,52.8490471,4.2235518,8.751063743405327,9.377635795172969,10.455018039638581,11.999495057906943,12.984115597164502,6.175606908104137e+42,6.246848755636564e+42,6.342542966596262e+42,6.436925161454344e+42,6.487002098138462e+42,1.418447449636754e+42,1.4526406864530077e+42,1.505925591644094e+42,1.5642350846910236e+42,1.5937909465386733e+42,43.6661307778308,43.668717255154895,43.673089473914274,43.6772199107971,43.68059442123099,6.066505999845713e+41,2.4823606729844054,4.2235518,True,1.8498567538480022e-20,,1.8498951654804596,300.0,19.0,1.875992196510428,300.0,12.0,3.0347091788869847,200.00000000000017,8.0
6368,23419,capers-udsp1-v4,capers-udsp1-v4_prism-clear_6368_23419.spec.fits,34.47110735198,-5.19045542709,5.5160136,8.692544889711925,8.798963294852227,9.09163499279163,9.380625418135045,9.62761298663667,2.0072924554563539e+43,2.0158614847093063e+43,2.0312369851999155e+43,2.0469747786444452e+43,2.0574113877139572e+43,3.6176497922551327e+42,3.648869248752188e+42,3.7046849387113416e+42,3.759868670963247e+42,3.7899271109104476e+42,43.839658150268384,43.84184156750591,43.84605659553506,43.84949057393715,43.85207837259541,2.2341822860358965e+42,1.6581838294334317,5.5160136,True,2.864203464287083e-20,,4.24245404015867,300.0,16.0,2.4115189756616413,300.0,11.0,1.415120179548532,200.00000000000017,12.0
6368,10997,capers-udsp2-v4,capers-udsp2-v4_prism-clear_6368_10997.spec.fits,34.42429664076,-5.13650668741,5.1536555,6.976694938137894,7.43017513312031,8.301963545649006,9.40439769444388,10.277031679652024,4.753248505076522e+42,4.804686138752386e+42,4.8916310506850556e+42,4.976235919765972e+42,5.035829847288003e+42,1.8942123689540622e+42,1.9300070464695587e+42,1.998492546095732e+42,2.064150493763943e+42,2.1177769006687798e+42,43.69239287198174,43.696142382311585,43.70142518261946,43.707339553974556,43.711151629614456,5.892137473006276e+41,3.3917955160609394,5.1536555,True,9.764472122597557e-21,,1.3036599792054837,300.0,16.0,0.8440481967233644,300.0,11.0,3.718830445061405,200.00000000000017,10.0
6368,15322,capers-udsp2-v4,capers-udsp2-v4_prism-clear_6368_15322.spec.fits,34.41984008243,-5.15422815894,3.70188,6.3763829459996915,6.6088790493265295,7.04272538634865,7.577189556475246,8.007973302574769,6.086459333289427e+42,6.138093673038493e+42,6.215510832044085e+42,6.301987538631942e+42,6.347729382358252e+42,1.59147586344669e+42,1.6113106388461264e+42,1.655319559717397e+42,1.6972088425323717e+42,1.7259344771055436e+42,43.568084517093205,43.57025165282062,43.57376983537519,43.5773231575277,43.57921609374864,8.825434034517367e+41,1.875623967323575,3.70188,True,3.0622918906731705e-20,,2.5456652564017546,300.0,23.0,2.020014195793121,300.0,13.0,1.9420648604807207,200.00000000000017,6.0
2750,1768,ceers-ddt-v4,ceers-ddt-v4_prism-clear_2750_1768.spec.fits,214.9257594,52.94566150000001,5.0884247,7.986403078878667,8.556111435302071,9.53582575892715,10.74123060729019,11.630754888953811,2.5242904979002464e+42,2.543009299552104e+42,2.5797021485638908e+42,2.6142032570604823e+42,2.6370146317715647e+42,4.913309003744424e+41,5.031401706547729e+41,5.256338803906942e+41,5.466595865034247e+41,5.599324550471137e+41,43.08165900039997,43.0894348814123,43.10214798132198,43.11335725265518,43.1183589532391,2.7052739991068442e+41,1.9429968297637654,5.0884247,True,4.6473782716726276e-21,,3.886191231883195,300.0,17.0,2.901885781595393,300.0,11.0,2.244480979867288,200.00000000000017,10.0
1345,80457,ceers-v4,ceers-v4_prism-clear_1345_80457.spec.fits,214.9241254,52.8490467,4.2225738,14.75019793575045,16.546435119188548,21.38442632460388,30.125422902868614,40.3470455007878,2.8333523651365893e+42,2.8698513553346505e+42,2.938140822408979e+42,3.009289239873063e+42,3.048292072385861e+42,2.9536995163716947e+41,3.1964694621175144e+41,3.5406962310803005e+41,3.8981841762543954e+41,4.13006060337919e+41,43.34895565311893,43.35492646384612,43.36266549354345,43.37223807652979,43.376868030503104,1.3739628914096692e+41,2.57699553111481,4.2225738,True,7.81090441009165e-21,,1.3355815801408255,300.0,19.0,1.8750712579466884,300.0,12.0,3.9518115066374895,200.00000000000017,8.0
6585,58018,cosmos-transients-v4,cosmos-transients-v4_prism-clear_6585_58018.spec.fits,150.1444426,2.344392782,3.9262767,8.59547136157042,8.924365794952404,9.391761361178165,9.928715736434912,10.242661846881381,8.558517732389386e+42,8.618845402451712e+42,8.698563568323492e+42,8.77958901671453e+42,8.85004848798762e+42,3.1545009817532713e+42,3.1861611217047184e+42,3.225381706442374e+42,3.26612704346424e+42,3.289548993784164e+42,43.736958524635476,43.73855206860347,43.74110734878241,43.74356903115516,43.74534404498922,9.261908638649956e+41,3.4824158089649604,3.9262767,True,4.987891848552556e-20,,5.327684902530208,300.0,21.0,3.854823599516575,300.0,13.0,1.5531296984852272,200.00000000000017,7.0
6585,61234,cosmos-transients-v4,cosmos-transients-v4_prism-clear_6585_61234.spec.fits,150.1069005,2.360046093,7.003398,9.376874526447985,9.669648849689317,10.039756442415356,10.422377658116107,10.760786365392189,1.602093834592788e+43,1.6131214353060866e+43,1.6297898434177046e+43,1.6460668069356097e+43,1.6546495729713657e+43,3.41548693618472e+42,3.4486937921101566e+42,3.499651512595654e+42,3.550587599578558e+42,3.58374596460883e+42,43.88698998199495,43.889629611138716,43.89371809805111,43.89864851343586,43.90212932378007,1.6233360368507218e+42,2.155839230542181,7.003398,True,1.5538306376273663e-20,,3.644785994808576,300.0,14.0,2.5567316010411862,300.0,13.0,1.6494735090515769,200.00000000000017,18.0
4106,47962,egs-nelsonx-v4,egs-nelsonx-v4_prism-clear_4106_47962.spec.fits,214.89247923152962,52.856891201371695,6.7285585,3.76273681321541,3.8223103636177638,3.919352610751379,4.036434501778978,4.0985733181772765,8.851696796504896e+42,8.903685295422358e+42,8.992418344555888e+42,9.078312324279494e+42,9.141879742712005e+42,6.138036084620853e+42,6.171751582478449e+42,6.226080992676908e+42,6.278190350090222e+42,6.310314545308595e+42,43.738749731215826,43.74334878226152,43.75047778605335,43.75649429473082,43.760431586372505,2.2943631863814244e+42,2.713642299367794,6.7285585,True,1.9241686157443143e-20,,4.114227500421539,300.0,15.0,2.646570797442851,300.0,12.0,1.0701191791045588,200.00000000000017,17.0
4106,51623,egs-nelsonx-v4,egs-nelsonx-v4_prism-clear_4106_51623.spec.fits,214.88681836821235,52.85538915206524,4.9589176,12.194659114703681,12.548054218093405,13.118478224146937,13.700723204322026,14.236130176200254,7.227791360798106e+42,7.253762913917525e+42,7.305143487995935e+42,7.355410987462748e+42,7.384398831133151e+42,5.462350041559013e+41,5.572644782328304e+41,5.745850498691021e+41,5.9088749666804976e+41,6.016302868769563e+41,43.60061544912425,43.603954939597436,43.60866589109284,43.61240767158261,43.61577460666712,5.5685906270359115e+41,1.031832088858265,4.9589176,True,1.3479319402557546e-20,,2.686791534105689,300.0,17.0,2.1088737242422506,300.0,11.0,2.4113298789419035,200.00000000000017,10.0
4106,57146,egs-nelsonx-v4,egs-nelsonx-v4_prism-clear_4106_57146.spec.fits,214.89224643206325,52.87740951028522,6.686174,13.359813706580121,13.854293675719934,14.868699354891902,16.113110433672105,16.830441723024588,1.9406166337284678e+43,1.9593132922878397e+43,1.9831328224542733e+43,2.0074513932755642e+43,2.0250167223056734e+43,1.3179269097297645e+42,1.3557262954554515e+42,1.414501698140729e+42,1.484999265833728e+42,1.5169584645169318e+42,43.782220203720705,43.788835371693565,43.80071283055263,43.81182309195362,43.81756746697124,1.3337634820101526e+42,1.060534133089994,6.686174,True,6.7356796021185554e-21,,1.1448226648178754,300.0,14.0,2.3474500960565443,300.0,12.0,4.164093476406462,200.00000000000017,17.0
4106,71365,egs-nelsonx-v4,egs-nelsonx-v4_prism-clear_4106_71365.spec.fits,214.89554496265416,52.906722346257695,4.8042393,4.981863279205373,5.122078896110537,5.3575050654054674,5.681767941984816,5.89231892975669,1.2658088722039768e+42,1.2764644016350114e+42,1.297396544906505e+42,1.3178347997981765e+42,1.3316479543920405e+42,1.3139608306924029e+42,1.3215041365269753e+42,1.336573038546249e+42,1.3524436071085507e+42,1.3603841759986035e+42,43.05237263925658,43.05889291415747,43.07204623665526,43.08467803557698,43.093039153068325,2.4216431511825647e+41,5.519281558447446,4.8042393,True,1.04574532883437e-20,,2.651957420383696,300.0,17.0,2.370764548562044,300.0,12.0,1.0181582156083375,200.00000000000017,10.0
2198,12577,gds-barrufet-s67-v4,gds-barrufet-s67-v4_prism-clear_2198_12577.spec.fits,53.04845483406177,-27.815140914271183,5.2363167,8.07140601688986,8.68266059011225,9.448507582967013,10.319291912782736,10.88993295147629,5.106759195782881e+42,5.16668199827285e+42,5.265917733572909e+42,5.3774142002395893e+42,5.433668896831353e+42,2.3226079005994927e+42,2.350635603731903e+42,2.397243940863666e+42,2.4537568081952177e+42,2.4871607279960463e+42,43.26748791884091,43.27838056497274,43.29504844781866,43.312388225740236,43.321670098751156,5.573279893499657e+41,4.301316256625958,5.2363167,True,1.2115713084068727e-20,,1.0900872176082066,300.0,16.0,2.1504952367312296,300.0,11.0,1.2019533791176362,200.00000000000017,11.0
2198,4490,gds-barrufet-s67-v4,gds-barrufet-s67-v4_prism-clear_2198_4490.spec.fits,53.04104388107105,-27.854484200572188,3.705768,4.638893266920429,5.148075958042364,5.7897934568455796,6.6519972761234785,7.27180818343716,2.4430218776010712e+42,2.4894122674967952e+42,2.5622048709934653e+42,2.649791567926258e+42,2.6934821573069394e+42,1.621251067706455e+42,1.6645154219882568e+42,1.727559439419102e+42,1.7879340694225983e+42,1.8283791423159066e+42,43.374686922290856,43.38091547950699,43.39021007743761,43.39933572232524,43.40502188150091,4.4253821662049705e+41,3.9037519801382206,3.705768,True,2.0596007372737083e-20,,6.264741389261576,300.0,23.0,3.841866571044688,300.0,14.0,1.9552876183674572,200.00000000000017,7.0
2198,4820,gds-barrufet-s67-v4,gds-barrufet-s67-v4_prism-clear_2198_4820.spec.fits,53.03489112095898,-27.852193031739205,3.7993941,6.1440553895056516,6.760258787414889,7.501587723297829,8.377910764129641,9.163112401129894,3.0117461453713976e+42,3.0476498428717374e+42,3.100984408057808e+42,3.157413465529055e+42,3.1915837178030853e+42,1.850077950691738e+42,1.873738155521754e+42,1.9139729938367256e+42,1.9599913014930574e+42,1.988485819203504e+42,43.331796107737645,43.33867176025956,43.35073351326827,43.35935854620201,43.36606476222535,4.133770772855218e+41,4.630089811474317,3.7993941,True,3.122288930670045e-20,,3.204512155655633,300.0,22.0,2.3352095162798614,300.0,13.0,1.1103997197467872,200.00000000000017,6.0
1213,2974,gto-wide-egs1-v4,gto-wide-egs1-v4_prism-clear_1213_2974.spec.fits,215.1267455801594,53.048364968441895,2.3187494,3.6382192309270414,3.84631832841674,4.211836256003945,4.654048513764049,4.951860810307968,1.1761007062985217e+42,1.1934155704746434e+42,1.2215234687949838e+42,1.2489668388646764e+42,1.270893297109993e+42,7.67688873630711e+41,7.821661882352498e+41,8.061860354238567e+41,8.345675177271379e+41,8.508721402421792e+41,42.84733759235817,42.854672528908466,42.8653376543195,42.87750553811288,42.88486969450009,2.900215949881029e+41,2.7797448512650504,2.3187494,True,4.605591424450025e-20,,,300.0,3.0,3.884937558817354,300.0,22.0,0.9039159471051612,200.00000000000017,3.0
1215,4994,gto-wide-uds11-v4,gto-wide-uds11-v4_prism-clear_1215_4994.spec.fits,34.47112874024486,-5.1904328793177115,5.5147057,8.592776948103806,8.739576558384726,8.99789764593088,9.26021898033101,9.450198717595272,1.7964688847298385e+43,1.8087476392896172e+43,1.8259709798523167e+43,1.8459528399199069e+43,1.8580577464167676e+43,3.370384618159764e+42,3.408071584021315e+42,3.4587928368550693e+42,3.507094539200381e+42,3.5442956665356115e+42,43.78726670572416,43.79127900132665,43.79841968087385,43.80622890128636,43.810926491315215,2.029330685571952e+42,1.7044007965021402,5.5147057,True,2.8697851777169524e-20,,3.573231550974295,300.0,15.0,2.618620722041475,300.0,11.0,1.2874424772831277,200.00000000000017,12.0
1215,4273,gto-wide-uds13-v4,gto-wide-uds13-v4_prism-clear_1215_4273.spec.fits,34.36349548676344,-5.176980104240556,4.053912,7.456862624376857,8.232304245299545,9.77257781433908,12.08538245485984,13.928678921645123,4.460993864379733e+42,4.5358807602235496e+42,4.636902617980284e+42,4.7530525836761844e+42,4.836019773599082e+42,2.432957510995062e+42,2.4771750947832037e+42,2.5703197205758644e+42,2.6515853325944216e+42,2.70443862302036e+42,43.15642594852234,43.176154460148524,43.20779743787976,43.233015977344685,43.24736344879826,4.7448101269418014e+41,5.4171181813602445,4.053912,True,2.677449627980689e-20,,2.731534078972269,300.0,21.0,1.6763789070152448,300.0,12.0,0.8503258197156781,200.00000000000017,7.0
1215,4446,gto-wide-uds14-v4,gto-wide-uds14-v4_prism-clear_1215_4446.spec.fits,34.27071179140419,-5.217670537157232,4.68347,10.724553797631227,11.051976171218508,11.600440157763199,12.25394644770149,12.749468512834325,2.0353159737476235e+43,2.0498261721438788e+43,2.0670738733888484e+43,2.0860242432960323e+43,2.0987508668789502e+43,5.409680095660526e+42,5.456547989918378e+42,5.53486112103621e+42,5.623612476101398e+42,5.67481407734503e+42,43.827223495706704,43.83074185601569,43.835224410770586,43.839722675173036,43.842863405692476,1.7818926224153054e+42,3.106169839534922,4.68347,True,4.313897721348523e-20,,3.342180129065331,300.0,17.0,2.156842334169584,300.0,11.0,1.3973731572709096,200.00000000000017,9.0
1181,39353,jades-gdn-v4,jades-gdn-v4_prism-clear_1181_39353.spec.fits,189.2939522,62.1530911,4.8533993,3.962929593139358,4.289661941567953,4.779536715705723,5.38722479446372,5.874333007058751,1.625224494804256e+42,1.6555946601185988e+42,1.6999643163775254e+42,1.7499195671582354e+42,1.7860631403666565e+42,9.410528814485626e+41,9.630499679252181e+41,1.0061841949326051e+42,1.0446123298767198e+42,1.0691543556083158e+42,43.10054965881666,43.12182459527332,43.14851654083892,43.16723272667398,43.18090740810435,3.556755429436045e+41,2.8289383818896554,4.8533993,True,1.3310865989748978e-20,,7.041937469701467,300.0,17.0,4.619994628388863,300.0,11.0,1.0299339319392586,200.00000000000017,10.0
1181,53501,jades-gdn-v4,jades-gdn-v4_prism-clear_1181_53501.spec.fits,189.2950564,62.1935722,3.43598,6.716495398354328,6.976234717113225,7.482145137875433,7.960702216369335,8.331121814041229,4.029361583737725e+42,4.066463632301688e+42,4.1190647730049186e+42,4.17293784925683e+42,4.207265981791014e+42,1.9771211922987428e+42,2.0030402297987015e+42,2.0343324161149892e+42,2.0713208594647924e+42,2.0943663319541016e+42,43.19291220836708,43.20202134249745,43.21601079646372,43.22942333371358,43.23697949992592,5.505192290582235e+41,3.695297654897784,3.43598,True,2.7370021740176686e-20,,3.044717121232584,300.0,25.0,2.860197618058095,300.0,14.0,1.2406784127562192,200.00000000000017,5.0
